ActorAttrType_18139_AttributeDesc,abog,h唤醒体属性类型_ActorAttrType_A.csv,21,ActorAttrType,AttributeDesc,,每消耗 1 算力获得 {s1} 点银钥能量。随着该属性增加，额外提高的银钥能量会逐渐衰减。,行動力を1点消費するたびに、{s1}キーエネルギーを獲得。この能力値が高くなるほど、追加ボーナスの増加効率は低下する。
AvgDialog_58330_Content_67,anDp,avgV1.5莱克大型支线_AvgDialog_C_M.csv,714,AvgDialog,Content,小奈亚,呵呵……那么，很遗憾。还差最后一步。,ふむ……それでは、残念ですが。あと一歩足りませんでした。
AvgDialog_58330_Content_68,anDq,avgV1.5莱克大型支线_AvgDialog_C_M.csv,715,AvgDialog,Content,小奈亚,这还不是最后的真相，所以——,これはまだ、最後の真相ではありません。\nですから——
AvgDialog_58330_Content_69,anDr,avgV1.5莱克大型支线_AvgDialog_C_M.csv,716,AvgDialog,Content,,N打了个响指，汉娜的身体顿时溢出缕缕黑雾，飘散在书房内。,Nが指を鳴らすと、ハンナの身体からたちまち黒い霧が溢れ出し、書斎に漂い始めた。
AvgDialog_58330_Content_70,anDt,avgV1.5莱克大型支线_AvgDialog_C_M.csv,717,AvgDialog,Content,,她惊惶地抓住莱克的外套。,彼女は慌ててライカーのコートを強く掴んだ。
AvgDialog_58330_Content_71,anDu,avgV1.5莱克大型支线_AvgDialog_C_M.csv,718,AvgDialog,Content,汉娜,怎么可能，艾瑞卡小姐不也没有否认吗？！,どうして！？\nエリカさんだって、否定してないじゃない！
AvgDialog_58330_Content_72,anDv,avgV1.5莱克大型支线_AvgDialog_C_M.csv,719,AvgDialog,Content,莱克,……,……
AvgDialog_58330_Content_73,anDw,avgV1.5莱克大型支线_AvgDialog_C_M.csv,720,AvgDialog,Content,小奈亚,啧啧啧，你的守密人小伙伴太心急了，下次记得抢在%heorshe%前面说哦~,ちっちっちっ、あなたのお仲間は、ちょっぴりせっかちですね。\n次は%heorshe%より先に言うんですよ～
AvgDialog_58330_Content_74,anDx,avgV1.5莱克大型支线_AvgDialog_C_M.csv,721,AvgDialog,Content,莱克,抱歉，汉娜。我……,すまない、ハンナ。\n私は……
AvgDialog_58330_Content_75,anDy,avgV1.5莱克大型支线_AvgDialog_C_M.csv,722,AvgDialog,Content,汉娜,救我……！我还没听到最后的真相呢，不要……,助けて……！\nまだ最後の真相を聞いてないのに。やめて……
AvgDialog_58330_Content_76,anDz,avgV1.5莱克大型支线_AvgDialog_C_M.csv,723,AvgDialog,Content,,下一秒，汉娜也消失在你们面前。,次の瞬間、ハンナもまた、あなたたちの前から消えた。
AvgDialog_58330_Content_77,anDA,avgV1.5莱克大型支线_AvgDialog_C_M.csv,724,AvgDialog,Content,莱克,汉娜——！,ハンナ——！
AvgDialog_58330_Content_78,anDB,avgV1.5莱克大型支线_AvgDialog_C_M.csv,725,AvgDialog,Content,莱克,我都做了些什么……,いったい私は、何をしてしまったんだ……
AvgDialog_58330_Content_79,anDC,avgV1.5莱克大型支线_AvgDialog_C_M.csv,726,AvgDialog,Content,玩家,不，都怪我……是我太心急了。,違う、全部私のせいだ……私が焦りすぎた。
AvgDialog_58330_Content_80,anDE,avgV1.5莱克大型支线_AvgDialog_C_M.csv,727,AvgDialog,Content,小奈亚,唔，这下只剩我们三个啦。至于其他人，恐怕都在现实世界里受苦呢。,ふむ、これで残ったのは、私たち三人だけになりましたね。\nほかの皆さんは、きっと現実世界で苦しんでいることでしょう。
AvgDialog_58330_Content_81,anDF,avgV1.5莱克大型支线_AvgDialog_C_M.csv,728,AvgDialog,Content,小奈亚,嘻嘻嘻，有趣，真有趣！,あははは、面白い。\n実に面白いです！
AvgDialog_58330_Content_82,anDG,avgV1.5莱克大型支线_AvgDialog_C_M.csv,729,AvgDialog,Content,,"弥萨格医务室
与此同时……",ミサゴ医務室\n同時刻……
AvgDialog_58330_Content_83,anDH,avgV1.5莱克大型支线_AvgDialog_C_M.csv,730,AvgDialog,Content,朵尔,情况怎么样？,状況はどう？
AvgDialog_58330_Content_84,anDI,avgV1.5莱克大型支线_AvgDialog_C_M.csv,731,AvgDialog,Content,茜尔维娅,汉娜小姐和守密人的情况也开始恶化了。汉娜小姐不知为何内脏多处破裂，体内有出血迹象。,ハンナさんと守秘者の容態も、悪化し始めています。ハンナさんは、原因不明の内臓破裂が複数発生。体内に出血の兆候が見られます。
AvgDialog_58330_Content_85,anDJ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,732,AvgDialog,Content,茜尔维娅,守密人也出现了严重的窒息症状。再这样拖下去……,守秘者にも、深刻な窒息症状が現れています。このままでは……
AvgDialog_58330_Content_86,anDK,avgV1.5莱克大型支线_AvgDialog_C_M.csv,733,AvgDialog,Content,温柯尔,我们走访了很多同学，技术部的同事也在排查各项设施，目前没有发现任何异常。,たくさんの学生に聞き取りしたよ。技術部の同僚も、各施設を点検してる。でも、現時点では異常は発見されていない。
AvgDialog_58330_Content_87,anDL,avgV1.5莱克大型支线_AvgDialog_C_M.csv,734,AvgDialog,Content,温柯尔,能在所有人眼皮子底下搞出这样的动静……,みんなの目の前で、こんな騒ぎを起こすなんて……
AvgDialog_58330_Content_88,anDM,avgV1.5莱克大型支线_AvgDialog_C_M.csv,735,AvgDialog,Content,朵尔,……N。,……N。
AvgDialog_58330_Content_89,anDN,avgV1.5莱克大型支线_AvgDialog_C_M.csv,736,AvgDialog,Content,朵尔,这是我和阿利斯泰尔一致的意见。如果是祂的话，一切都能解释了。,これは、私とアリステアの一致した意見よ。\nもしこれが彼の仕業なら、すべて説明がつく。
AvgDialog_58330_Content_90,anDP,avgV1.5莱克大型支线_AvgDialog_C_M.csv,737,AvgDialog,Content,温柯尔,那该怎么办？我们完全没有任何反制措施……,どうすればいい？\n私たちには、反撃する手立てなんて、なにもないよ……
AvgDialog_58330_Content_91,anDQ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,738,AvgDialog,Content,,朵尔摸了摸手中圆滚滚的脑缸，轻轻叹了一口气。,ドールは手にした丸い脳缶を撫でると、小さくため息をついた。
AvgDialog_58330_Content_92,anDR,avgV1.5莱克大型支线_AvgDialog_C_M.csv,739,AvgDialog,Content,朵尔,唯一能确定的是：祂应该还不着急取下守密人的性命。,唯一確かなのは、彼はまだ、守秘者の命を奪うつもりはないということよ。
AvgDialog_58330_Content_93,anDS,avgV1.5莱克大型支线_AvgDialog_C_M.csv,740,AvgDialog,Content,朵尔,至于剩下的……建议你和我一起祈祷吧。,ほかは……\nあなたも私と一緒に祈ってちょうだい。
AvgDialog_58330_Content_94,anDT,avgV1.5莱克大型支线_AvgDialog_C_M.csv,741,AvgDialog,Content,小奈亚,好了，闲杂人等都离开了，我们可以坦诚相见了。,さて、邪魔者はみんないなくなりました。\nこれで私たちは、本音で語り合えます。
AvgDialog_58330_Content_95,anDU,avgV1.5莱克大型支线_AvgDialog_C_M.csv,742,AvgDialog,Content,,N体内涌出森然雾气，将祂的面容层层遮掩，直到最后褪出原本的模样。,Nの体内から銛のような霧が溢れ出す。霧はその姿を幾重にも覆い隠し、やがて最後には、彼本来の姿が現れた。
AvgDialog_58330_Content_96,anDV,avgV1.5莱克大型支线_AvgDialog_C_M.csv,743,AvgDialog,Content,,不仅如此，你们所处的房间也骤然消失，取而代之的则是那个熟悉的歌剧院。,それだけではない。あなたたちがいた部屋は突如として消え失せ、代わりに現れたのは、あの見慣れたオペラハウスだった。
AvgDialog_58330_Content_97,anDW,avgV1.5莱克大型支线_AvgDialog_C_M.csv,744,AvgDialog,Content,奈亚,不好意思，我不太喜欢狭窄的空间。,すみませんね。私はどうにも狭い空間が苦手でして……
AvgDialog_58330_Content_98,anDX,avgV1.5莱克大型支线_AvgDialog_C_M.csv,745,AvgDialog,Content,奈亚,好久不见，我的老朋友们。,お久しぶりです、私の古き友人たち。
AvgDialog_58330_Content_99,anDY,avgV1.5莱克大型支线_AvgDialog_C_M.csv,746,AvgDialog,Content,莱克,你刚才什么意思，这并非最后的真相……？,さっきの言葉はどういう意味だ。あれが最後の真相ではない……？
AvgDialog_58330_Content_100,anBr,avgV1.5莱克大型支线_AvgDialog_C_M.csv,747,AvgDialog,Content,奈亚,因为你还没有找出杀死索蕾尔夫人的真凶。你所有的推理都刻意绕开了她的死亡，不是么？,あなたはまだ、ソレール夫人を殺した真犯人を突き止めていません。これまでの推理は、彼女の死を意図的に避けてきた……違いますか？
AvgDialog_58330_Content_101,anBs,avgV1.5莱克大型支线_AvgDialog_C_M.csv,748,AvgDialog,Content,奈亚,你在害怕什么？,あなたは何を恐れているんです？
AvgDialog_58330_Content_102,anBt,avgV1.5莱克大型支线_AvgDialog_C_M.csv,749,AvgDialog,Content,莱克,……,……
AvgDialog_58330_Content_103,anBu,avgV1.5莱克大型支线_AvgDialog_C_M.csv,750,AvgDialog,Content,奈亚,很遗憾你又失去了一个朋友。或许，这世上的好运本就是恒定的。,残念なことに、あなたはまた一人ご友人を失いました。\nこの世の幸運は、もとより定められたものなのかもしれませんね。
AvgDialog_58330_Content_104,anBv,avgV1.5莱克大型支线_AvgDialog_C_M.csv,751,AvgDialog,Content,奈亚,你收获了好运，生活蒸蒸日上，却有其他人因此倒了大霉。,あなたは幸運を手にし、生活は順風満帆となりました。\nしかしその裏で、不運に見舞われた者もいる。
AvgDialog_58330_Content_105,anBw,avgV1.5莱克大型支线_AvgDialog_C_M.csv,752,AvgDialog,Content,奈亚,看不见的规律高悬人们头顶，你真的能心安理得地接受吗？,人々の頭上には、見えざる法則が高く掲げられています。\nあなたはそれを穏やかに受け入れることができるのですか？
AvgDialog_58330_Content_106,anBx,avgV1.5莱克大型支线_AvgDialog_C_M.csv,753,AvgDialog,Content,莱克,呵呵……什么狗屁规律，只是你个人的小游戏罢了。,ふん……くだらない法則だな。\n所詮、お前のひとり遊びだ。
AvgDialog_58330_Content_107,anBy,avgV1.5莱克大型支线_AvgDialog_C_M.csv,754,AvgDialog,Content,奈亚,你对我的恶意还是来得如此率真可爱、令人叹息。,あなたが私に向ける悪意は、相変わらず素直で可愛らしい。\n思わずため息をついてしまいます。
AvgDialog_58330_Content_108,anBz,avgV1.5莱克大型支线_AvgDialog_C_M.csv,755,AvgDialog,Content,奈亚,虽说诸位未能解决全部的谜题，但我一向很宽容……,皆さんはすべての謎を解き明かすことができませんでした。\nとはいえ、私は常に寛大ですから……
AvgDialog_58330_Content_109,anBA,avgV1.5莱克大型支线_AvgDialog_C_M.csv,756,AvgDialog,Content,,N轻抬手指，浓黑的雾气突然朝你涌来，将你紧紧缠住。,Nが軽く指を動かした。すると黒い濃霧が突然押し寄せ、あなたは全身をきつく絡め取られてしまった。
AvgDialog_58330_Content_110,anBC,avgV1.5莱克大型支线_AvgDialog_C_M.csv,757,AvgDialog,Content,玩家,不……唔！,やめ……うぐっ！
AvgDialog_58330_Content_111,anBD,avgV1.5莱克大型支线_AvgDialog_C_M.csv,758,AvgDialog,Content,莱克,！！,！！
AvgDialog_58330_Content_112,anBE,avgV1.5莱克大型支线_AvgDialog_C_M.csv,759,AvgDialog,Content,莱克,N先生，我知道我在亚兰的行为惹恼了你，现在我向你郑重道歉。,N、私がアランでの行動でお前を怒らせてしまったことは、重々承知しているよ。今ここで、改めて真摯に謝罪させてもらおう。
AvgDialog_58330_Content_113,anBF,avgV1.5莱克大型支线_AvgDialog_C_M.csv,760,AvgDialog,Content,莱克,你可以随便惩罚我，没必要对%heorshe%下手。,私のことは、お前の好きなように罰してくれて構わない。\nだが、%heorshe%に手を出す必要はないはずだ。
AvgDialog_58330_Content_114,anBG,avgV1.5莱克大型支线_AvgDialog_C_M.csv,761,AvgDialog,Content,奈亚,心急的侦探，请听我把话说完。我给你准备了最后一道题目。,せっかちな探偵さん。まずは最後まで、私の話を聞いてくださいよ。\nあなたのために、最後の問いを用意したんですから。
AvgDialog_58330_Content_115,anBH,avgV1.5莱克大型支线_AvgDialog_C_M.csv,762,AvgDialog,Content,莱克,……好，我听着。,……ああ、聞こうか。
AvgDialog_58330_Content_116,anBI,avgV1.5莱克大型支线_AvgDialog_C_M.csv,763,AvgDialog,Content,奈亚,很简单的选择题：<Red:杀了%player%，我就把之前死去的人全部复活。>,簡単な選択問題ですよ。<Red:%player%を殺せば、今まで死んだ人たちをすべて蘇らせて差し上げます。>
AvgDialog_58330_Content_117,anBJ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,764,AvgDialog,Content,奈亚,一切都将回归原状，除了你旁边这个倒霉蛋，没有任何人受到伤害。,なにもかも、元通りになります。あなたの隣にいる、この不運な人だけは別ですが……ほかの誰も、傷つくことはありません。
AvgDialog_58330_Content_118,anBK,avgV1.5莱克大型支线_AvgDialog_C_M.csv,765,AvgDialog,Content,奈亚,或者你也可以选择不杀%player%，你们两个可以平安离开密境。,あるいは%player%を殺さないという選択肢もあります。\nその場合、あなたたち二人は、無事に密境を抜け出せるでしょう。
AvgDialog_58330_Content_119,anBL,avgV1.5莱克大型支线_AvgDialog_C_M.csv,766,AvgDialog,Content,奈亚,怎么样，是不是非常简单？,どうです、とても簡単でしょう？
AvgDialog_58330_Content_120,anBN,avgV1.5莱克大型支线_AvgDialog_C_M.csv,767,AvgDialog,Content,莱克,？！,！？
AvgDialog_58330_Content_121,anBO,avgV1.5莱克大型支线_AvgDialog_C_M.csv,768,AvgDialog,Content,玩家,……,……
AvgDialog_58330_Content_122,anBP,avgV1.5莱克大型支线_AvgDialog_C_M.csv,769,AvgDialog,Content,奈亚,你的手枪还带在身上吧？现在开始倒计时。10。,銃はまだ手元にありますよね？\nでは、カウントダウンを始めます——10．
AvgDialog_58330_Content_123,anBQ,avgV1.5莱克大型支线_AvgDialog_C_M.csv,770,AvgDialog,Content,莱克,不，你不能……,いや、させはしない……
AvgDialog_58330_Content_124,anBR,avgV1.5莱克大型支线_AvgDialog_C_M.csv,771,AvgDialog,Content,奈亚,9,9。
AvgDialog_58330_Content_125,anBS,avgV1.5莱克大型支线_AvgDialog_C_M.csv,772,AvgDialog,Content,,莱克有些茫然地望着你，仿佛一个做错了事的孩子。,ライカーは、どこかぼんやりとした様子であなたを見つめていた。\nまるで悪いことをしてしまった子どものように。
AvgDialog_58330_Content_126,anBT,avgV1.5莱克大型支线_AvgDialog_C_M.csv,773,AvgDialog,Content,玩家,别管我，咳咳……说不定我死了也会被弥萨格做成唤醒体呢。,気にしないで……けほっ……死んでもミサゴに覚醒体にされるかもしれないし。
AvgDialog_58330_Content_127,anBU,avgV1.5莱克大型支线_AvgDialog_C_M.csv,774,AvgDialog,Content,,你竭力调动脸上的全部肌肉，朝莱克勉强地笑了笑。,あなたは顔の筋肉を総動員し、無理やりライカーに微笑みを作ってみせた。
